Date,AAPL,AMZN,BAC,GOOGL,JPM,META,MSFT,NFLX,NVDA,TSLA
2025-01-16,227.23228454589844,220.66000366210938,45.58423614501953,192.1574249267578,250.28494262695312,609.8754272460938,421.4708557128906,84.23699951171875,133.53347778320312,413.82000732421875
2025-01-17,228.9445343017578,225.94000244140625,45.476722717285156,195.23536682128906,255.09829711914062,611.3419799804688,425.8883361816406,85.80999755859375,137.67234802246094,426.5
2025-01-21,221.63758850097656,230.7100067138672,45.603782653808594,197.27737426757812,258.9076232910156,615.0234375,425.3622131347656,86.96800231933594,140.79148864746094,424.07000732421875
2025-01-22,222.8222198486328,235.00999450683594,44.75347137451172,197.59613037109375,258.7206115722656,622.0469970703125,442.9326171875,95.39900207519531,147.02981567382812,415.1099853515625
2025-01-23,222.6529998779297,235.4199981689453,45.33989334106445,197.2076416015625,261.7818908691406,634.966796875,443.4388122558594,98.48600006103516,147.17974853515625,412.3800048828125
2025-01-24,221.77696228027344,234.85000610351562,45.46695327758789,199.428955078125,260.6893005371094,645.9811401367188,440.8082580566406,97.75900268554688,142.58099365234375,406.5799865722656
2025-01-27,228.82508850097656,235.4199981689453,46.024044036865234,191.06170654296875,261.6834411621094,658.3422241210938,431.3778076171875,97.18900299072266,118.38761901855469,397.1499938964844
2025-01-28,237.187255859375,238.14999389648438,45.77970504760742,194.53811645507812,262.9532470703125,672.758544921875,443.9252624511719,97.18299865722656,128.95472717285156,398.0899963378906
2025-01-29,238.2823028564453,237.07000732421875,45.69174575805664,194.6476593017578,262.4019775390625,674.9135131835938,439.09088134765625,97.81500244140625,123.66617584228516,389.1000061035156
2025-01-30,236.520263671875,234.63999938964844,45.66242218017578,200.0863800048828,264.0261535644531,685.3990478515625,411.95111083984375,97.3239974975586,124.61591339111328,400.2799987792969
2025-01-31,234.93743896484375,237.67999267578125,45.251930236816406,203.2240753173828,263.1107177734375,687.5739135742188,412.0206298828125,97.6760025024414,120.03717041015625,404.6000061035156
2025-02-03,226.9833984375,237.4199981689453,45.16396713256836,200.4449462890625,262.6283874511719,695.8346557617188,407.9109191894531,97.89399719238281,116.62810516357422,383.67999267578125
2025-02-04,231.75184631347656,242.05999755859375,45.65264892578125,205.57489013671875,263.74072265625,702.5488891601562,409.3503112792969,99.48699951171875,118.6175537109375,392.2099914550781
2025-02-05,231.42333984375,236.1699981689453,46.04359436035156,190.58358764648438,266.191650390625,703.2274169921875,410.26361083984375,101.11100006103516,124.79586791992188,378.1700134277344
2025-02-06,232.16995239257812,238.8300018310547,46.65933609008789,190.8525390625,272.5602722167969,710.3307495117188,412.7750549316406,101.56800079345703,128.64480590820312,374.32000732421875
2025-02-07,226.60513305664062,229.14999389648438,46.327030181884766,184.61695861816406,271.4775085449219,712.8548583984375,406.7494812011719,101.39299774169922,129.80447387695312,361.6199951171875
2025-02-10,226.8741912841797,233.13999938964844,45.613548278808594,185.7425537109375,266.7921447753906,715.7281494140625,409.201416015625,102.76000213623047,133.53347778320312,350.7300109863281
2025-02-11,231.82725524902344,232.75999450683594,45.730838775634766,184.5970458984375,270.68017578125,718.12255859375,408.4270935058594,100.80799865722656,132.76370239257812,328.5
2025-02-12,236.06277465820312,228.92999267578125,45.16396713256836,182.89370727539062,271.1330261230469,723.6895751953125,406.0447082519531,102.73100280761719,131.10414123535156,336.510009765625
2025-02-13,240.70689392089844,230.3699951171875,45.28125,185.41383361816406,271.9893798828125,726.8621826171875,407.5337219238281,104.36900329589844,135.2530059814453,355.94000244140625
2025-02-14,243.7664337158203,228.67999267578125,45.89699172973633,184.5073699951172,272.255126953125,734.9532470703125,405.43914794921875,105.86000061035156,138.81204223632812,355.8399963378906
2025-02-18,243.6368865966797,226.64999389648438,45.476722717285156,183.0531005859375,275.5625,714.7005615234375,406.64031982421875,103.58499908447266,139.3618927001953,354.1099853515625
2025-02-19,244.03550720214844,226.6300048828125,44.96849060058594,184.5472412109375,274.8734436035156,702.1300048828125,411.7327575683594,104.33300018310547,139.19192504882812,360.55999755859375
2025-02-20,244.99224853515625,222.8800048828125,44.27457046508789,183.83999633789062,262.6185607910156,693.2207641601562,413.91107177734375,102.4540023803711,140.07168579101562,354.3999938964844
2025-02-21,244.7132110595703,216.5800018310547,43.79566192626953,178.95913696289062,260.0986633300781,681.95703125,406.03326416015625,100.31500244140625,134.3932342529297,337.79998779296875
2025-02-24,246.25791931152344,212.7100067138672,43.453582763671875,178.55072021484375,257.244140625,666.572998046875,401.8457336425781,98.84700012207031,130.244384765625,330.5299987792969
2025-02-25,246.19810485839844,212.8000030517578,42.94534683227539,174.73565673828125,253.3658905029297,655.9677734375,395.77825927734375,97.7239990234375,126.59536743164062,302.79998779296875
2025-02-26,239.5408935546875,214.35000610351562,42.94534683227539,172.05615234375,254.7340850830078,672.1300048828125,397.5985412597656,99.00599670410156,131.24411010742188,290.79998779296875
2025-02-27,236.49131774902344,208.74000549316406,43.12127685546875,167.84266662597656,254.989990234375,656.7059936523438,390.4368896484375,96.30699920654297,120.11714172363281,281.95001220703125
2025-02-28,241.01583862304688,212.27999877929688,45.056453704833984,169.61572265625,260.50225830078125,666.642822265625,394.87310791015625,98.05599975585938,124.8858413696289,292.9800109863281
2025-03-03,237.21881103515625,205.02000427246094,44.52867889404297,166.35845947265625,256.5354309082031,653.5234375,386.4184265136719,97.37000274658203,114.02880859375,284.6499938964844
2025-03-04,235.1259765625,203.8000030517578,41.704097747802734,170.25320434570312,246.3279571533203,638.5086059570312,386.53778076171875,97.25800323486328,115.95828247070312,272.0400085449219
2025-03-05,234.93663024902344,208.36000061035156,41.332706451416016,172.34503173828125,247.587890625,654.9401245117188,398.8816223144531,99.09200286865234,117.2679214477539,279.1000061035156
